Date,Store,Retailer,SKU,Units_Sold
19-01-2024,Wardha Store,Big Bazaar,Artisanal Bakery Toast 400g,70
19-01-2024,Wardha Store,Big Bazaar,NutriBlend Peanut Butter 250g,33
19-01-2024,Wardha Store,Big Bazaar,NutriBlend Peanut Butter 500g,30
19-01-2024,Wardha Store,Big Bazaar,NutriBlend Peanut Butter 1kg,30
19-01-2024,Wardha Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,20
19-01-2024,Wardha Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,15
19-01-2024,Wardha Store,DMart,Heritage Grains Muesli 500g,78
19-01-2024,Wardha Store,DMart,Heritage Grains Muesli 1kg,50
19-01-2024,Wardha Store,DMart,ProGut Yogurt 100g,0
19-01-2024,Wardha Store,DMart,ProGut Yogurt 250g,0
19-01-2024,Wardha Store,DMart,Artisanal Bakery Toast 200g,113
19-01-2024,Wardha Store,DMart,Artisanal Bakery Toast 400g,70
19-01-2024,Wardha Store,DMart,NutriBlend Peanut Butter 250g,47
19-01-2024,Wardha Store,DMart,NutriBlend Peanut Butter 500g,30
19-01-2024,Wardha Store,DMart,NutriBlend Peanut Butter 1kg,30
19-01-2024,Wardha Store,DMart,Cold-Pressed Virgin Olive Oil 500ml,28
19-01-2024,Wardha Store,DMart,Cold-Pressed Virgin Olive Oil 1L,16
19-01-2024,Aurangabad Store - Central,DMart,Heritage Grains Muesli 500g,53
19-01-2024,Aurangabad Store - Central,DMart,Heritage Grains Muesli 1kg,50
19-01-2024,Aurangabad Store - Central,DMart,ProGut Yogurt 100g,121
19-01-2024,Aurangabad Store - Central,DMart,ProGut Yogurt 250g,70
19-01-2024,Aurangabad Store - Central,DMart,Artisanal Bakery Toast 200g,78
19-01-2024,Aurangabad Store - Central,DMart,Artisanal Bakery Toast 400g,70
19-01-2024,Aurangabad Store - Central,DMart,NutriBlend Peanut Butter 250g,42
19-01-2024,Aurangabad Store - Central,DMart,NutriBlend Peanut Butter 500g,30
19-01-2024,Aurangabad Store - Central,DMart,NutriBlend Peanut Butter 1kg,30
19-01-2024,Aurangabad Store - Central,DMart,Cold-Pressed Virgin Olive Oil 500ml,24
19-01-2024,Aurangabad Store - Central,DMart,Cold-Pressed Virgin Olive Oil 1L,15
19-01-2024,Aurangabad Store - Central,Reliance Smart,Heritage Grains Muesli 500g,50
19-01-2024,Aurangabad Store - Central,Reliance Smart,Heritage Grains Muesli 1kg,50
19-01-2024,Aurangabad Store - Central,Reliance Smart,ProGut Yogurt 100g,76
19-01-2024,Aurangabad Store - Central,Reliance Smart,ProGut Yogurt 250g,70
19-01-2024,Aurangabad Store - Central,Reliance Smart,Artisanal Bakery Toast 200g,70
19-01-2024,Aurangabad Store - Central,Reliance Smart,Artisanal Bakery Toast 400g,70
19-01-2024,Aurangabad Store - Central,Reliance Smart,NutriBlend Peanut Butter 250g,40
19-01-2024,Aurangabad Store - Central,Reliance Smart,NutriBlend Peanut Butter 500g,30
19-01-2024,Aurangabad Store - Central,Reliance Smart,NutriBlend Peanut Butter 1kg,30
19-01-2024,Aurangabad Store - Central,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,24
19-01-2024,Aurangabad Store - Central,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,15
19-01-2024,Aurangabad Store - CIDCO,DMart,Heritage Grains Muesli 500g,76
19-01-2024,Aurangabad Store - CIDCO,DMart,Heritage Grains Muesli 1kg,50
19-01-2024,Aurangabad Store - CIDCO,DMart,ProGut Yogurt 100g,98
19-01-2024,Aurangabad Store - CIDCO,DMart,ProGut Yogurt 250g,70
19-01-2024,Aurangabad Store - CIDCO,DMart,Artisanal Bakery Toast 200g,78
19-01-2024,Aurangabad Store - CIDCO,DMart,Artisanal Bakery Toast 400g,70
19-01-2024,Aurangabad Store - CIDCO,DMart,NutriBlend Peanut Butter 250g,34
19-01-2024,Aurangabad Store - CIDCO,DMart,NutriBlend Peanut Butter 500g,30
19-01-2024,Aurangabad Store - CIDCO,DMart,NutriBlend Peanut Butter 1kg,30
19-01-2024,Aurangabad Store - CIDCO,DMart,Cold-Pressed Virgin Olive Oil 500ml,22
19-01-2024,Aurangabad Store - CIDCO,DMart,Cold-Pressed Virgin Olive Oil 1L,15
19-01-2024,Jalna Store,Reliance Smart,Heritage Grains Muesli 500g,56
19-01-2024,Jalna Store,Reliance Smart,Heritage Grains Muesli 1kg,50
19-01-2024,Jalna Store,Reliance Smart,ProGut Yogurt 100g,99
19-01-2024,Jalna Store,Reliance Smart,ProGut Yogurt 250g,70
19-01-2024,Jalna Store,Reliance Smart,Artisanal Bakery Toast 200g,75
19-01-2024,Jalna Store,Reliance Smart,Artisanal Bakery Toast 400g,70
19-01-2024,Jalna Store,Reliance Smart,NutriBlend Peanut Butter 250g,35
19-01-2024,Jalna Store,Reliance Smart,NutriBlend Peanut Butter 500g,30
19-01-2024,Jalna Store,Reliance Smart,NutriBlend Peanut Butter 1kg,30
19-01-2024,Jalna Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,26
19-01-2024,Jalna Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,15
19-01-2024,Ahilyanagar Store,Big Bazaar,Heritage Grains Muesli 500g,50
19-01-2024,Ahilyanagar Store,Big Bazaar,Heritage Grains Muesli 1kg,50
19-01-2024,Ahilyanagar Store,Big Bazaar,ProGut Yogurt 100g,81
19-01-2024,Ahilyanagar Store,Big Bazaar,ProGut Yogurt 250g,70
19-01-2024,Ahilyanagar Store,Big Bazaar,Artisanal Bakery Toast 200g,70
19-01-2024,Ahilyanagar Store,Big Bazaar,Artisanal Bakery Toast 400g,70
19-01-2024,Ahilyanagar Store,Big Bazaar,NutriBlend Peanut Butter 250g,32
19-01-2024,Ahilyanagar Store,Big Bazaar,NutriBlend Peanut Butter 500g,30
19-01-2024,Ahilyanagar Store,Big Bazaar,NutriBlend Peanut Butter 1kg,30
19-01-2024,Ahilyanagar Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,15
19-01-2024,Ahilyanagar Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,15
19-01-2024,Ahilyanagar Store,Reliance Smart,Heritage Grains Muesli 500g,55
19-01-2024,Ahilyanagar Store,Reliance Smart,Heritage Grains Muesli 1kg,50
19-01-2024,Ahilyanagar Store,Reliance Smart,ProGut Yogurt 100g,109
19-01-2024,Ahilyanagar Store,Reliance Smart,ProGut Yogurt 250g,70
19-01-2024,Ahilyanagar Store,Reliance Smart,Artisanal Bakery Toast 200g,70
19-01-2024,Ahilyanagar Store,Reliance Smart,Artisanal Bakery Toast 400g,70
19-01-2024,Ahilyanagar Store,Reliance Smart,NutriBlend Peanut Butter 250g,33
19-01-2024,Ahilyanagar Store,Reliance Smart,NutriBlend Peanut Butter 500g,30
19-01-2024,Ahilyanagar Store,Reliance Smart,NutriBlend Peanut Butter 1kg,30
19-01-2024,Ahilyanagar Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,28
19-01-2024,Ahilyanagar Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,15
20-01-2024,Mumbai Store - Central,DMart,Heritage Grains Muesli 500g,201
20-01-2024,Mumbai Store - Central,DMart,Heritage Grains Muesli 1kg,92
20-01-2024,Mumbai Store - Central,DMart,ProGut Yogurt 100g,335
20-01-2024,Mumbai Store - Central,DMart,ProGut Yogurt 250g,202
20-01-2024,Mumbai Store - Central,DMart,Artisanal Bakery Toast 200g,350
20-01-2024,Mumbai Store - Central,DMart,Artisanal Bakery Toast 400g,281
20-01-2024,Mumbai Store - Central,DMart,NutriBlend Peanut Butter 250g,125
20-01-2024,Mumbai Store - Central,DMart,NutriBlend Peanut Butter 500g,102
20-01-2024,Mumbai Store - Central,DMart,NutriBlend Peanut Butter 1kg,46
20-01-2024,Mumbai Store - Central,DMart,Cold-Pressed Virgin Olive Oil 500ml,112
20-01-2024,Mumbai Store - Central,DMart,Cold-Pressed Virgin Olive Oil 1L,40
20-01-2024,Mumbai Store - Central,Reliance Smart,Heritage Grains Muesli 500g,207
20-01-2024,Mumbai Store - Central,Reliance Smart,Heritage Grains Muesli 1kg,74
20-01-2024,Mumbai Store - Central,Reliance Smart,ProGut Yogurt 100g,327
20-01-2024,Mumbai Store - Central,Reliance Smart,ProGut Yogurt 250g,182
20-01-2024,Mumbai Store - Central,Reliance Smart,Artisanal Bakery Toast 200g,350
20-01-2024,Mumbai Store - Central,Reliance Smart,Artisanal Bakery Toast 400g,208
20-01-2024,Mumbai Store - Central,Reliance Smart,NutriBlend Peanut Butter 250g,95
20-01-2024,Mumbai Store - Central,Reliance Smart,NutriBlend Peanut Butter 500g,62
20-01-2024,Mumbai Store - Central,Reliance Smart,NutriBlend Peanut Butter 1kg,43
20-01-2024,Mumbai Store - Central,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,88
20-01-2024,Mumbai Store - Central,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,33
20-01-2024,Mumbai Store - North,DMart,Heritage Grains Muesli 500g,183
20-01-2024,Mumbai Store - North,DMart,Heritage Grains Muesli 1kg,89
20-01-2024,Mumbai Store - North,DMart,ProGut Yogurt 100g,350
20-01-2024,Mumbai Store - North,DMart,ProGut Yogurt 250g,143
20-01-2024,Mumbai Store - North,DMart,Artisanal Bakery Toast 200g,350
20-01-2024,Mumbai Store - North,DMart,Artisanal Bakery Toast 400g,170
20-01-2024,Mumbai Store - North,DMart,NutriBlend Peanut Butter 250g,144
20-01-2024,Mumbai Store - North,DMart,NutriBlend Peanut Butter 500g,77
20-01-2024,Mumbai Store - North,DMart,NutriBlend Peanut Butter 1kg,46
20-01-2024,Mumbai Store - North,DMart,Cold-Pressed Virgin Olive Oil 500ml,85
20-01-2024,Mumbai Store - North,DMart,Cold-Pressed Virgin Olive Oil 1L,33
20-01-2024,Mumbai Store - North,Big Bazaar,Heritage Grains Muesli 500g,151
20-01-2024,Mumbai Store - North,Big Bazaar,Heritage Grains Muesli 1kg,70
20-01-2024,Mumbai Store - North,Big Bazaar,ProGut Yogurt 100g,261
20-01-2024,Mumbai Store - North,Big Bazaar,ProGut Yogurt 250g,127
20-01-2024,Mumbai Store - North,Big Bazaar,Artisanal Bakery Toast 200g,307
20-01-2024,Mumbai Store - North,Big Bazaar,Artisanal Bakery Toast 400g,136
20-01-2024,Mumbai Store - North,Big Bazaar,NutriBlend Peanut Butter 250g,90
20-01-2024,Mumbai Store - North,Big Bazaar,NutriBlend Peanut Butter 500g,58
20-01-2024,Mumbai Store - North,Big Bazaar,NutriBlend Peanut Butter 1kg,33
20-01-2024,Mumbai Store - North,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,61
20-01-2024,Mumbai Store - North,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,30
20-01-2024,Thane Store - West,Big Bazaar,Heritage Grains Muesli 500g,156
20-01-2024,Thane Store - West,Big Bazaar,Heritage Grains Muesli 1kg,74
20-01-2024,Thane Store - West,Big Bazaar,ProGut Yogurt 100g,309
20-01-2024,Thane Store - West,Big Bazaar,ProGut Yogurt 250g,107
20-01-2024,Thane Store - West,Big Bazaar,Artisanal Bakery Toast 200g,332
20-01-2024,Thane Store - West,Big Bazaar,Artisanal Bakery Toast 400g,167
20-01-2024,Thane Store - West,Big Bazaar,NutriBlend Peanut Butter 250g,106
20-01-2024,Thane Store - West,Big Bazaar,NutriBlend Peanut Butter 500g,55
20-01-2024,Thane Store - West,Big Bazaar,NutriBlend Peanut Butter 1kg,31
20-01-2024,Thane Store - West,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,62
20-01-2024,Thane Store - West,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,26
20-01-2024,Thane Store - West,DMart,Heritage Grains Muesli 500g,172
20-01-2024,Thane Store - West,DMart,Heritage Grains Muesli 1kg,78
20-01-2024,Thane Store - West,DMart,ProGut Yogurt 100g,318
20-01-2024,Thane Store - West,DMart,ProGut Yogurt 250g,172
20-01-2024,Thane Store - West,DMart,Artisanal Bakery Toast 200g,350
20-01-2024,Thane Store - West,DMart,Artisanal Bakery Toast 400g,171
20-01-2024,Thane Store - West,DMart,NutriBlend Peanut Butter 250g,143
20-01-2024,Thane Store - West,DMart,NutriBlend Peanut Butter 500g,71
20-01-2024,Thane Store - West,DMart,NutriBlend Peanut Butter 1kg,41
20-01-2024,Thane Store - West,DMart,Cold-Pressed Virgin Olive Oil 500ml,91
20-01-2024,Thane Store - West,DMart,Cold-Pressed Virgin Olive Oil 1L,47
20-01-2024,Navi Mumbai Store - Vashi,DMart,Heritage Grains Muesli 500g,169
20-01-2024,Navi Mumbai Store - Vashi,DMart,Heritage Grains Muesli 1kg,88
20-01-2024,Navi Mumbai Store - Vashi,DMart,ProGut Yogurt 100g,350
20-01-2024,Navi Mumbai Store - Vashi,DMart,ProGut Yogurt 250g,212
20-01-2024,Navi Mumbai Store - Vashi,DMart,Artisanal Bakery Toast 200g,350
20-01-2024,Navi Mumbai Store - Vashi,DMart,Artisanal Bakery Toast 400g,222
20-01-2024,Navi Mumbai Store - Vashi,DMart,NutriBlend Peanut Butter 250g,116
20-01-2024,Navi Mumbai Store - Vashi,DMart,NutriBlend Peanut Butter 500g,57
20-01-2024,Navi Mumbai Store - Vashi,DMart,NutriBlend Peanut Butter 1kg,44
20-01-2024,Navi Mumbai Store - Vashi,DMart,Cold-Pressed Virgin Olive Oil 500ml,59
20-01-2024,Navi Mumbai Store - Vashi,DMart,Cold-Pressed Virgin Olive Oil 1L,31
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,Heritage Grains Muesli 500g,156
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,Heritage Grains Muesli 1kg,61
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,ProGut Yogurt 100g,233
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,ProGut Yogurt 250g,114
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,Artisanal Bakery Toast 200g,267
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,Artisanal Bakery Toast 400g,128
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,NutriBlend Peanut Butter 250g,101
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,NutriBlend Peanut Butter 500g,54
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,NutriBlend Peanut Butter 1kg,34
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,55
20-01-2024,Navi Mumbai Store - Vashi,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,25
20-01-2024,Kalyan Store,DMart,Heritage Grains Muesli 500g,205
20-01-2024,Kalyan Store,DMart,Heritage Grains Muesli 1kg,98
20-01-2024,Kalyan Store,DMart,ProGut Yogurt 100g,349
20-01-2024,Kalyan Store,DMart,ProGut Yogurt 250g,200
20-01-2024,Kalyan Store,DMart,Artisanal Bakery Toast 200g,350
20-01-2024,Kalyan Store,DMart,Artisanal Bakery Toast 400g,229
20-01-2024,Kalyan Store,DMart,NutriBlend Peanut Butter 250g,94
20-01-2024,Kalyan Store,DMart,NutriBlend Peanut Butter 500g,54
20-01-2024,Kalyan Store,DMart,NutriBlend Peanut Butter 1kg,42
20-01-2024,Kalyan Store,DMart,Cold-Pressed Virgin Olive Oil 500ml,64
20-01-2024,Kalyan Store,DMart,Cold-Pressed Virgin Olive Oil 1L,35
20-01-2024,Kalyan Store,Big Bazaar,Heritage Grains Muesli 500g,127
20-01-2024,Kalyan Store,Big Bazaar,Heritage Grains Muesli 1kg,77
20-01-2024,Kalyan Store,Big Bazaar,ProGut Yogurt 100g,238
20-01-2024,Kalyan Store,Big Bazaar,ProGut Yogurt 250g,116
20-01-2024,Kalyan Store,Big Bazaar,Artisanal Bakery Toast 200g,295
20-01-2024,Kalyan Store,Big Bazaar,Artisanal Bakery Toast 400g,121
20-01-2024,Kalyan Store,Big Bazaar,NutriBlend Peanut Butter 250g,70
20-01-2024,Kalyan Store,Big Bazaar,NutriBlend Peanut Butter 500g,49
20-01-2024,Kalyan Store,Big Bazaar,NutriBlend Peanut Butter 1kg,31
20-01-2024,Kalyan Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,56
20-01-2024,Kalyan Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,25
20-01-2024,Bhiwandi Store,Big Bazaar,Heritage Grains Muesli 500g,120
20-01-2024,Bhiwandi Store,Big Bazaar,Heritage Grains Muesli 1kg,68
20-01-2024,Bhiwandi Store,Big Bazaar,ProGut Yogurt 100g,237
20-01-2024,Bhiwandi Store,Big Bazaar,ProGut Yogurt 250g,153
20-01-2024,Bhiwandi Store,Big Bazaar,Artisanal Bakery Toast 200g,234
20-01-2024,Bhiwandi Store,Big Bazaar,Artisanal Bakery Toast 400g,126
20-01-2024,Bhiwandi Store,Big Bazaar,NutriBlend Peanut Butter 250g,96
20-01-2024,Bhiwandi Store,Big Bazaar,NutriBlend Peanut Butter 500g,45
20-01-2024,Bhiwandi Store,Big Bazaar,NutriBlend Peanut Butter 1kg,30
20-01-2024,Bhiwandi Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,65
20-01-2024,Bhiwandi Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,29
20-01-2024,Bhiwandi Store,Reliance Smart,Heritage Grains Muesli 500g,183
20-01-2024,Bhiwandi Store,Reliance Smart,Heritage Grains Muesli 1kg,63
20-01-2024,Bhiwandi Store,Reliance Smart,ProGut Yogurt 100g,259
20-01-2024,Bhiwandi Store,Reliance Smart,ProGut Yogurt 250g,124
20-01-2024,Bhiwandi Store,Reliance Smart,Artisanal Bakery Toast 200g,325
20-01-2024,Bhiwandi Store,Reliance Smart,Artisanal Bakery Toast 400g,163
20-01-2024,Bhiwandi Store,Reliance Smart,NutriBlend Peanut Butter 250g,101
20-01-2024,Bhiwandi Store,Reliance Smart,NutriBlend Peanut Butter 500g,55
20-01-2024,Bhiwandi Store,Reliance Smart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Bhiwandi Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,58
20-01-2024,Bhiwandi Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,30
20-01-2024,Pune Store - Central,Big Bazaar,Heritage Grains Muesli 500g,129
20-01-2024,Pune Store - Central,Big Bazaar,Heritage Grains Muesli 1kg,61
20-01-2024,Pune Store - Central,Big Bazaar,ProGut Yogurt 100g,220
20-01-2024,Pune Store - Central,Big Bazaar,ProGut Yogurt 250g,86
20-01-2024,Pune Store - Central,Big Bazaar,Artisanal Bakery Toast 200g,205
20-01-2024,Pune Store - Central,Big Bazaar,Artisanal Bakery Toast 400g,140
20-01-2024,Pune Store - Central,Big Bazaar,NutriBlend Peanut Butter 250g,81
20-01-2024,Pune Store - Central,Big Bazaar,NutriBlend Peanut Butter 500g,55
20-01-2024,Pune Store - Central,Big Bazaar,NutriBlend Peanut Butter 1kg,30
20-01-2024,Pune Store - Central,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,42
20-01-2024,Pune Store - Central,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,26
20-01-2024,Pune Store - Central,Reliance Smart,Heritage Grains Muesli 500g,128
20-01-2024,Pune Store - Central,Reliance Smart,Heritage Grains Muesli 1kg,62
20-01-2024,Pune Store - Central,Reliance Smart,ProGut Yogurt 100g,223
20-01-2024,Pune Store - Central,Reliance Smart,ProGut Yogurt 250g,122
20-01-2024,Pune Store - Central,Reliance Smart,Artisanal Bakery Toast 200g,287
20-01-2024,Pune Store - Central,Reliance Smart,Artisanal Bakery Toast 400g,132
20-01-2024,Pune Store - Central,Reliance Smart,NutriBlend Peanut Butter 250g,86
20-01-2024,Pune Store - Central,Reliance Smart,NutriBlend Peanut Butter 500g,47
20-01-2024,Pune Store - Central,Reliance Smart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Pune Store - Central,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,67
20-01-2024,Pune Store - Central,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,26
20-01-2024,Pune Store - West,DMart,Heritage Grains Muesli 500g,143
20-01-2024,Pune Store - West,DMart,Heritage Grains Muesli 1kg,82
20-01-2024,Pune Store - West,DMart,ProGut Yogurt 100g,256
20-01-2024,Pune Store - West,DMart,ProGut Yogurt 250g,127
20-01-2024,Pune Store - West,DMart,Artisanal Bakery Toast 200g,296
20-01-2024,Pune Store - West,DMart,Artisanal Bakery Toast 400g,192
20-01-2024,Pune Store - West,DMart,NutriBlend Peanut Butter 250g,99
20-01-2024,Pune Store - West,DMart,NutriBlend Peanut Butter 500g,46
20-01-2024,Pune Store - West,DMart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Pune Store - West,DMart,Cold-Pressed Virgin Olive Oil 500ml,63
20-01-2024,Pune Store - West,DMart,Cold-Pressed Virgin Olive Oil 1L,32
20-01-2024,Pimpri Store,DMart,Heritage Grains Muesli 500g,134
20-01-2024,Pimpri Store,DMart,Heritage Grains Muesli 1kg,77
20-01-2024,Pimpri Store,DMart,ProGut Yogurt 100g,219
20-01-2024,Pimpri Store,DMart,ProGut Yogurt 250g,142
20-01-2024,Pimpri Store,DMart,Artisanal Bakery Toast 200g,241
20-01-2024,Pimpri Store,DMart,Artisanal Bakery Toast 400g,119
20-01-2024,Pimpri Store,DMart,NutriBlend Peanut Butter 250g,83
20-01-2024,Pimpri Store,DMart,NutriBlend Peanut Butter 500g,52
20-01-2024,Pimpri Store,DMart,NutriBlend Peanut Butter 1kg,32
20-01-2024,Pimpri Store,DMart,Cold-Pressed Virgin Olive Oil 500ml,45
20-01-2024,Pimpri Store,DMart,Cold-Pressed Virgin Olive Oil 1L,26
20-01-2024,Wakad Store,Reliance Smart,Heritage Grains Muesli 500g,119
20-01-2024,Wakad Store,Reliance Smart,Heritage Grains Muesli 1kg,65
20-01-2024,Wakad Store,Reliance Smart,ProGut Yogurt 100g,239
20-01-2024,Wakad Store,Reliance Smart,ProGut Yogurt 250g,101
20-01-2024,Wakad Store,Reliance Smart,Artisanal Bakery Toast 200g,263
20-01-2024,Wakad Store,Reliance Smart,Artisanal Bakery Toast 400g,121
20-01-2024,Wakad Store,Reliance Smart,NutriBlend Peanut Butter 250g,76
20-01-2024,Wakad Store,Reliance Smart,NutriBlend Peanut Butter 500g,39
20-01-2024,Wakad Store,Reliance Smart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Wakad Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,53
20-01-2024,Wakad Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,20
20-01-2024,Wakad Store,Big Bazaar,Heritage Grains Muesli 500g,117
20-01-2024,Wakad Store,Big Bazaar,Heritage Grains Muesli 1kg,60
20-01-2024,Wakad Store,Big Bazaar,ProGut Yogurt 100g,178
20-01-2024,Wakad Store,Big Bazaar,ProGut Yogurt 250g,81
20-01-2024,Wakad Store,Big Bazaar,Artisanal Bakery Toast 200g,207
20-01-2024,Wakad Store,Big Bazaar,Artisanal Bakery Toast 400g,90
20-01-2024,Wakad Store,Big Bazaar,NutriBlend Peanut Butter 250g,62
20-01-2024,Wakad Store,Big Bazaar,NutriBlend Peanut Butter 500g,40
20-01-2024,Wakad Store,Big Bazaar,NutriBlend Peanut Butter 1kg,30
20-01-2024,Wakad Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 500ml,50
20-01-2024,Wakad Store,Big Bazaar,Cold-Pressed Virgin Olive Oil 1L,19
20-01-2024,Kharadi Store,Reliance Smart,Heritage Grains Muesli 500g,123
20-01-2024,Kharadi Store,Reliance Smart,Heritage Grains Muesli 1kg,53
20-01-2024,Kharadi Store,Reliance Smart,ProGut Yogurt 100g,189
20-01-2024,Kharadi Store,Reliance Smart,ProGut Yogurt 250g,96
20-01-2024,Kharadi Store,Reliance Smart,Artisanal Bakery Toast 200g,190
20-01-2024,Kharadi Store,Reliance Smart,Artisanal Bakery Toast 400g,124
20-01-2024,Kharadi Store,Reliance Smart,NutriBlend Peanut Butter 250g,75
20-01-2024,Kharadi Store,Reliance Smart,NutriBlend Peanut Butter 500g,42
20-01-2024,Kharadi Store,Reliance Smart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Kharadi Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,51
20-01-2024,Kharadi Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,20
20-01-2024,Kharadi Store,DMart,Heritage Grains Muesli 500g,101
20-01-2024,Kharadi Store,DMart,Heritage Grains Muesli 1kg,67
20-01-2024,Kharadi Store,DMart,ProGut Yogurt 100g,189
20-01-2024,Kharadi Store,DMart,ProGut Yogurt 250g,124
20-01-2024,Kharadi Store,DMart,Artisanal Bakery Toast 200g,295
20-01-2024,Kharadi Store,DMart,Artisanal Bakery Toast 400g,152
20-01-2024,Kharadi Store,DMart,NutriBlend Peanut Butter 250g,82
20-01-2024,Kharadi Store,DMart,NutriBlend Peanut Butter 500g,52
20-01-2024,Kharadi Store,DMart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Kharadi Store,DMart,Cold-Pressed Virgin Olive Oil 500ml,48
20-01-2024,Kharadi Store,DMart,Cold-Pressed Virgin Olive Oil 1L,22
20-01-2024,Hadapsar Store,DMart,Heritage Grains Muesli 500g,124
20-01-2024,Hadapsar Store,DMart,Heritage Grains Muesli 1kg,67
20-01-2024,Hadapsar Store,DMart,ProGut Yogurt 100g,171
20-01-2024,Hadapsar Store,DMart,ProGut Yogurt 250g,109
20-01-2024,Hadapsar Store,DMart,Artisanal Bakery Toast 200g,244
20-01-2024,Hadapsar Store,DMart,Artisanal Bakery Toast 400g,115
20-01-2024,Hadapsar Store,DMart,NutriBlend Peanut Butter 250g,75
20-01-2024,Hadapsar Store,DMart,NutriBlend Peanut Butter 500g,50
20-01-2024,Hadapsar Store,DMart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Hadapsar Store,DMart,Cold-Pressed Virgin Olive Oil 500ml,47
20-01-2024,Hadapsar Store,DMart,Cold-Pressed Virgin Olive Oil 1L,29
20-01-2024,Hadapsar Store,Reliance Smart,Heritage Grains Muesli 500g,117
20-01-2024,Hadapsar Store,Reliance Smart,Heritage Grains Muesli 1kg,50
20-01-2024,Hadapsar Store,Reliance Smart,ProGut Yogurt 100g,211
20-01-2024,Hadapsar Store,Reliance Smart,ProGut Yogurt 250g,105
20-01-2024,Hadapsar Store,Reliance Smart,Artisanal Bakery Toast 200g,215
20-01-2024,Hadapsar Store,Reliance Smart,Artisanal Bakery Toast 400g,88
20-01-2024,Hadapsar Store,Reliance Smart,NutriBlend Peanut Butter 250g,74
20-01-2024,Hadapsar Store,Reliance Smart,NutriBlend Peanut Butter 500g,50
20-01-2024,Hadapsar Store,Reliance Smart,NutriBlend Peanut Butter 1kg,30
20-01-2024,Hadapsar Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 500ml,42
20-01-2024,Hadapsar Store,Reliance Smart,Cold-Pressed Virgin Olive Oil 1L,26
20-01-2024,Bhosari Store,Big Bazaar,Heritage Grains Muesli 500g,104
20-01-2024,Bhosari Store,Big Bazaar,Heritage Grains Muesli 1kg,50
20-01-2024,Bhosari Store,Big Bazaar,ProGut Yogurt 100g,188
20-01-2024,Bhosari Store,Big Bazaar,ProGut Yogurt 250g,102
20-01-2024,Bhosari Store,Big Bazaar,Artisanal Bakery Toast 200g,203
20-01-2024,Bhosari Store,Big Bazaar,Artisanal Bakery Toast 400g,100
20-01-2024,Bhosari Store,Big Bazaar,NutriBlend Peanut Butter 250g,65
